lat,lon,time,stop,next_stop,elapsed,time_Seconds,round_trip
18.403636,-66.045492,8:53:03,4,5,29.0,31983.0,1088
18.403751,-66.046593,8:53:36,5,6,33.0,32016.0,1087
18.403879,-66.048199,8:54:35,6,13,59.0,32075.0,1101
18.403955,-66.049898,8:55:10,13,24,35.0,32110.0,1093
18.404698,-66.050468,8:55:40,24,23,30.0,32140.0,1092
18.40644,-66.05014,8:56:04,23,20,24.0,32164.0,1077
18.407062,-66.049323,8:56:32,20,19,28.0,32192.0,1097
18.406503,-66.04852,8:57:00,19,9,28.0,32220.0,1076
18.406018,-66.047806,8:57:55,9,10,55.0,32275.0,1089
18.406766,-66.046771,8:58:50,10,11,55.0,32330.0,1103
18.406078,-66.04477,9:00:35,11,2.1,105.0,32435.0,1051
18.406243,-66.043161,9:01:04,2.1,1,29.0,32464.0,952
18.40717,-66.041989,9:06:42,1,2.2,338.0,32802.0,1100
18.406243,-66.043161,9:08:42,2.2,3,120.0,32922.0,1022
18.404856,-66.044836,9:09:49,3,4,67.0,32989.0,1035
18.403636,-66.045492,9:10:27,4,5,38.0,33027.0,1044
18.403751,-66.046593,9:11:02,5,6,35.0,33062.0,1046
18.403879,-66.048199,9:11:42,6,13,40.0,33102.0,1027
18.403955,-66.049898,9:12:41,13,24,59.0,33161.0,1051
18.404698,-66.050468,9:13:12,24,23,31.0,33192.0,1052
18.40644,-66.05014,9:13:42,23,20,30.0,33222.0,1058
18.407062,-66.049323,9:14:09,20,19,27.0,33249.0,1057
18.406503,-66.04852,9:14:26,19,9,17.0,33266.0,1046
18.406018,-66.047806,9:14:59,9,10,33.0,33299.0,1024
18.406766,-66.046771,9:15:55,10,11,56.0,33355.0,1025
18.406078,-66.04477,9:17:30,11,2.1,95.0,33450.0,1015
18.406243,-66.043161,9:20:17,2.1,1,167.0,33617.0,1153
18.40717,-66.041989,9:25:51,1,2.2,334.0,33951.0,1149
18.406243,-66.043161,9:28:13,2.2,3,142.0,34093.0,1171
18.404856,-66.044836,9:30:54,3,4,161.0,34254.0,1265
18.403636,-66.045492,9:31:57,4,5,63.0,34317.0,1290
18.403751,-66.046593,9:32:44,5,6,47.0,34364.0,1302
18.403879,-66.048199,9:33:43,6,13,59.0,34423.0,1321
18.403955,-66.049898,9:34:33,13,24,50.0,34473.0,1312
